rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,IndivWgtx,bcsvictim,rubbcomm,vandcomm,poorhou,Total
136717260,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Rent it,Widowed,75+,White,None,Urban,2,0.71,Not a victim of crime,Not very common,Not very common,Not very common,3
136485200,D (Online Security),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,4,1.09,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136913170,A (Experiences of the police),Female,12 months but less than 2 years,Yes,Yes,Rent it,Divorced,35-44,White,O level/GCSE,Urban,2,0.74,Not a victim of crime,Fairly common,Not very common,Fairly common,5
136144170,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,4,1.18,Victim of crime,Not very common,Not very common,Not very common,3
136179050,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Single,16-24,White,O level/GCSE,Urban,5,3.5,Victim of crime,Not at all common,Not at all common,Not at all common,0
136126330,A (Experiences of the police),Female,10 years but less than 20 years,,No,Own it outright,Divorced,55-64,White,O level/GCSE,Rural,4,0.3,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136090040,D (Online Security),Female,3 years but less than 5 years,,No,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,1.13,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147313260,B (Attitudes to the CJS),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,1.18,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147508290,A (Experiences of the police),Female,3 years but less than 5 years,,No,Rent it,Widowed,65-74,White,Degree or diploma,Urban,3,0.66,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136618260,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Other,Urban,2,0.83,Not a victim of crime,Not very common,Not at all common,Not very common,2
136281290,A (Experiences of the police),Male,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,3,1.82,Victim of crime,Not very common,Not at all common,Not at all common,1
136749280,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4,1.21,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136747250,A (Experiences of the police),Male,Less than 12 months,No,Yes,Rent it,Divorced,35-44,White,O level/GCSE,Urban,5,0.26,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136803150,C (Crime prevention and security),Female,12 months but less than 2 years,Yes,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,5,0.58,Not a victim of crime,Not very common,Not at all common,Not at all common,1
147451290,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Apprenticeship or A/AS level,Urban,4,1.32,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136599220,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,75+,White,Apprenticeship or A/AS level,Rural,5,0.74,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136312240,D (Online Security),Female,Less than 12 months,No,Yes,Own it outright,Married/Civil Partnered,55-64,White,None,Urban,5,1.11,Not a victim of crime,Not very common,Not very common,Not very common,3
147569070,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Rural,2,1.09,Victim of crime,Not at all common,Not at all common,Not at all common,0
136728020,B (Attitudes to the CJS),Female,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,75+,White,O level/GCSE,Urban,3,0.58,Not a victim of crime,Not very common,Not very common,Not very common,3
136812130,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Other,Rural,,0.23,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136210020,B (Attitudes to the CJS),Female,10 years but less than 20 years,,No,Own it outright,Cohabiting,55-64,White,None,Urban,2,1.15,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136792090,A (Experiences of the police),Male,3 years but less than 5 years,,No,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Single,45-54,Black or Black British,None,Urban,2,0.75,Victim of crime,Not very common,Not very common,Not very common,3
136233080,D (Online Security),Male,20 years or longer,No,No,Refusal,Widowed,65-74,Asian or Asian British,None,Urban,2,0.54,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136609310,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Urban,1,1.1,Not a victim of crime,Not very common,Not very common,Not very common,3
147537020,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,None,Urban,1,0.86,Not a victim of crime,Fairly common,Fairly common,Fairly common,6
147453300,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Rural,3,1.26,Not a victim of crime,Not at all common,Not at all common,Not very common,1
147375040,D (Online Security),Female,12 months but less than 2 years,Yes,Yes,Rent it,Single,25-34,Mixed,Other,Urban,1,0.64,Not a victim of crime,Not very common,Not very common,Not very common,3
136541130,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Rural,,0.29,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136341080,D (Online Security),Female,2 years but less than 3 years,,No,Own it outright,Single,55-64,White,O level/GCSE,Urban,2,0.39,Not a victim of crime,Not very common,Not at all common,Not very common,2
147390120,D (Online Security),Female,12 months but less than 2 years,Yes,No,Rent it,Divorced,45-54,White,Degree or diploma,Urban,1,1.46,Not a victim of crime,Not very common,Not at all common,Not very common,2
137018090,A (Experiences of the police),Male,5 years but less than 10 years,,No,Rent it,Single,65-74,White,Apprenticeship or A/AS level,Urban,2,0.58,Victim of crime,Not at all common,Not at all common,Not at all common,0
147297040,D (Online Security),Male,20 years or longer,,Yes,Own it outright,Single,16-24,White,O level/GCSE,Urban,2,2.07,Not a victim of crime,Not very common,Not at all common,Not at all common,1
135600170,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Separate,55-64,White,None,Urban,2,0.36,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136507190,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,O level/GCSE,Urban,2,0.58,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136466240,D (Online Security),Female,3 years but less than 5 years,,Yes,Pay part rent and part mortgage (shared ownership),Single,25-34,White,Degree or diploma,Urban,1,0.26,Not a victim of crime,Not very common,Fairly common,Fairly common,5
136682150,C (Crime prevention and security),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,None,Urban,,0.54,Not a victim of crime,Fairly common,Not very common,Not very common,4
136763060,B (Attitudes to the CJS),Male,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,4,0.56,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
136523300,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,3,1.03,Victim of crime,Not very common,Not very common,Not very common,3
137114130,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,4,1.07,Victim of crime,Not very common,Not at all common,Not at all common,1
136014120,D (Online Security),Female,3 years but less than 5 years,No,No,Rent it,Married/Civil Partnered,25-34,Asian or Asian British,Other,Urban,1,1.51,Not a victim of crime,Very common,Fairly common,Fairly common,7
147468080,D (Online Security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,4,0.85,Not a victim of crime,Not very common,Not at all common,Not at all common,1
136524020,B (Attitudes to the CJS),Male,20 years or longer,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,65-74,White,Degree or diploma,Urban,2,1.35,Victim of crime,Not at all common,Not at all common,Not at all common,0
147477270,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,35-44,White,Apprenticeship or A/AS level,Rural,2,1.8,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147408070,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,2,1.59,Not a victim of crime,Not at all common,Not at all common,Fairly common,2
136950180,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,,0.49,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
135524510,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,5,1.48,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147379060,B (Attitudes to the CJS),Male,5 years but less than 10 years,,No,Rent it,Single,16-24,Chinese or Other,Degree or diploma,Urban,1,0.89,Not a victim of crime,Not very common,Not very common,Not very common,3
136267280,D (Online Security),Male,Less than 12 months,No,Yes,Rent it,Cohabiting,25-34,White,O level/GCSE,Rural,,0.67,Not a victim of crime,Not very common,Not at all common,Not at all common,1
137057310,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,4,0.74,Not a victim of crime,Not at all common,Not at all common,Not at all common,0
147499030,C (Crime prevention and security),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,,0.26,Not a victim of crime,Not at all common,Not at all common,Fairly common,2
136821210,A (Experiences of the police),Female,5 years but less than 10 years,,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,3,2.88,Not a victim of crime,Fairly common,Not at all common,Not very common,3
137186250,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Other,Urban,2,0.67,Victim of crime,Not at all common,Not at all common,Not at all common,0
136998030,C (Crime prevention and security),Female,5 years but less than 10 years,,No,Buying it with the help of a mortgage or loan,Married/Civil Partnered,25-34,White,Degree or diploma,Rural,5,1.34,Not a victim of crime,Not at all common,Not at all common,Not very common,1
136269040,D (Online Security),Female,20 years or longer,No,Yes,Rent it,Single,25-34,White,Degree or diploma,Urban,,0.3,Victim of crime,Not very common,Not at all common,Not very common,2
136876230,C (Crime prevention and security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Urban,3,0.54,Victim of crime,Not at all common,Not at all common,Not at all common,0
136595040,D (Online Security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,5,1.66,Not a victim of crime,Not very common,Not at all common,Not at all common,1
