rowlabel,split,sex,yrsarea,resyrago,work2,tenure1,livharm1,agegrp7,ethgrp2a,educat3,rural2,edeprivex,wdeprivex,IndivWgtx,cause2m,walkdark,walkday,homealon,wburgl,wmugged,wcarstol,wfromcar,wraped,wattack,wraceatt,worryx,bcsvictim,rubbcomm,vandcomm,poorhou,antisocx
136542280,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,Asian or Asian British,Degree or diploma,Urban,,2,0.47,Spontaneous: None of these,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not very common,
136203320,D (Online Security),Female,20 years or longer,,Yes,"Live here rent free (inc. rent free in relative/friend's property, excluding squatting)",Married/Civil Partnered,55-64,White,O level/GCSE,Urban,3,,0.99,H. Breakdown of family,Fairly safe,Very safe,Very safe,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136981190,C (Crime prevention and security),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3,,1.29,,,,,Not very worried,Not at all worried,,,Not at all worried,Not at all worried,Not at all worried,-1.13,Victim of crime,Not at all common,Not at all common,Not at all common,
147446060,B (Attitudes to the CJS),Female,10 years but less than 20 years,,Yes,Rent it,Single,35-44,Black or Black British,O level/GCSE,Urban,1,,0.34,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136353220,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Degree or diploma,Rural,4,,0.76,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147327310,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Widowed,45-54,White,None,Urban,3,,1.21,,,,,Very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,0,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136031100,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Rent it,Single,35-44,White,Degree or diploma,Urban,1,,0.66,,,,,,,,,,,,,Not a victim of crime,Fairly common,Not at all common,Not at all common,
136832080,D (Online Security),Male,10 years but less than 20 years,,Yes,Buying it with the help of a mortgage or loan,Single,45-54,White,Degree or diploma,Urban,2,,0.69,F. Alcohol,Fairly safe,Fairly safe,Very safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136711210,A (Experiences of the police),Female,5 years but less than 10 years,,No,Rent it,Divorced,55-64,White,None,Urban,2,,0.57,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.99
136535310,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5,,0.58,,,,,Fairly worried,Fairly worried,,,Very worried,Fairly worried,Not very worried,1.45,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147477190,C (Crime prevention and security),Male,20 years or longer,,Yes,Own it outright,Cohabiting,55-64,White,Apprenticeship or A/AS level,Rural,3,,0.8,,,,,Not very worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.82,Not a victim of crime,Not very common,Not at all common,Not at all common,
147257110,C (Crime prevention and security),Female,20 years or longer,No,No,Rent it,Divorced,55-64,White,None,Urban,1,,0.61,,,,,Very worried,Very worried,,,Very worried,Very worried,Very worried,2.9,Not a victim of crime,Not very common,Not at all common,Not very common,
147389070,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,,1.15,,,,,Fairly worried,Fairly worried,,,Not very worried,Fairly worried,Not very worried,0.92,Victim of crime,Not at all common,Not at all common,Not at all common,
136456140,B (Attitudes to the CJS),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,75+,White,Degree or diploma,Rural,5,,0.46,,,,,,,Not at all worried,Not at all worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136679060,B (Attitudes to the CJS),Male,5 years but less than 10 years,,Yes,Own it outright,Cohabiting,65-74,White,None,Urban,,2,0.47,,,,,,,Fairly worried,Not very worried,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136021260,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,1,,1.07,,,,,,,Fairly worried,Fairly worried,,,,,Victim of crime,Not very common,Not very common,Not very common,
137182040,D (Online Security),Male,3 years but less than 5 years,,Yes,Rent it,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,5,,1.14,Spontaneous: None of these,Very safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136632220,B (Attitudes to the CJS),Female,20 years or longer,,Yes,Own it outright,Widowed,55-64,White,O level/GCSE,Rural,5,,0.49,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137014010,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,None,Urban,2,,0.5,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,-0.72
136200270,C (Crime prevention and security),Male,3 years but less than 5 years,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Degree or diploma,Urban,3,,0.55,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,
147349140,B (Attitudes to the CJS),Female,5 years but less than 10 years,,Yes,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,5,,0.38,,,,,,,Not very worried,Not at all worried,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136182220,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Rent it,Cohabiting,16-24,White,O level/GCSE,Urban,2,,1.53,,,,,,,Not applicable,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
136155300,B (Attitudes to the CJS),Female,12 months but less than 2 years,Yes,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,16-24,White,O level/GCSE,Urban,4,,1.4,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
147484200,D (Online Security),Female,2 years but less than 3 years,,No,Own it outright,Divorced,55-64,White,Degree or diploma,Urban,5,,0.36,D. Lack of discipline from parents,Fairly safe,Very safe,Very safe,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,
136670110,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,45-54,White,Apprenticeship or A/AS level,Rural,4,,0.76,,,,,Not very worried,Not at all worried,,,Not at all worried,Not very worried,Not at all worried,-0.82,Victim of crime,Not at all common,Not at all common,Not at all common,
136716180,B (Attitudes to the CJS),Male,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Urban,3,,1.55,,,,,,,Not very worried,Not very worried,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136321130,A (Experiences of the police),Female,20 years or longer,,No,Refusal,Widowed,65-74,White,Degree or diploma,Urban,5,,0.54,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.56
136309270,C (Crime prevention and security),Female,5 years but less than 10 years,,Yes,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,3,,1.12,,,,,Fairly worried,Fairly worried,,,Not very worried,Fairly worried,Not at all worried,0.63,Not a victim of crime,Not very common,Not at all common,Not very common,
147299290,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Divorced,65-74,White,Degree or diploma,Rural,3,,0.34,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,0.23
136721110,C (Crime prevention and security),Female,20 years or longer,,Yes,Rent it,Married/Civil Partnered,25-34,White,O level/GCSE,Urban,1,,1.82,,,,,Very worried,Very worried,,,Not very worried,Not very worried,Not very worried,1.17,Not a victim of crime,Fairly common,Not very common,Fairly common,
147501240,D (Online Security),Male,20 years or longer,,No,Rent it,Married/Civil Partnered,45-54,White,None,Urban,,3,1.32,E. Drugs,Fairly safe,Fairly safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not very common,
136170110,C (Crime prevention and security),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,O level/GCSE,Urban,3,,1.68,,,,,Not very worried,Not very worried,,,Not very worried,Not very worried,Not very worried,0.04,Not a victim of crime,Not very common,Not very common,Not very common,
136094250,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,5,,1.44,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,0.5
136030290,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Other,Urban,4,,1.12,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1
136180230,C (Crime prevention and security),Male,20 years or longer,No,Yes,Rent it,Married/Civil Partnered,25-34,White,Degree or diploma,Urban,5,,1.54,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136753010,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Urban,4,,0.3,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
136674010,A (Experiences of the police),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Married/Civil Partnered,35-44,White,Apprenticeship or A/AS level,Rural,,3,0.62,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,
136540170,A (Experiences of the police),Male,20 years or longer,,No,Own it outright,Widowed,75+,White,Degree or diploma,Rural,,3,0.26,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-1.22
135600110,C (Crime prevention and security),Female,Less than 12 months,No,No,Buying it with the help of a mortgage or loan,Cohabiting,25-34,White,Degree or diploma,Urban,1,,1.26,,,,,Fairly worried,Not very worried,,,Not very worried,Not very worried,Not at all worried,0.01,Not a victim of crime,Not at all common,Not at all common,Not at all common,
137000020,B (Attitudes to the CJS),Female,20 years or longer,Yes,No,Rent it,Single,25-34,White,O level/GCSE,Rural,4,,0.69,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136602170,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Widowed,75+,White,O level/GCSE,Urban,5,,0.59,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.99
137059210,A (Experiences of the police),Female,10 years but less than 20 years,,Yes,Own it outright,Divorced,55-64,White,O level/GCSE,Urban,4,,0.37,,,,,,,,,,,,,Victim of crime,Not at all common,Not at all common,Not at all common,0.01
136531130,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Married/Civil Partnered,65-74,White,Degree or diploma,Rural,5,,0.96,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.73
136344160,D (Online Security),Male,20 years or longer,,No,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Urban,2,,0.55,A. Too lenient sentencing,Fairly safe,Very safe,Fairly safe,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136483010,A (Experiences of the police),Female,20 years or longer,,No,Rent it,Married/Civil Partnered,65-74,White,None,Urban,1,,1.11,,,,,,,,,,,,,Not a victim of crime,Not very common,Not at all common,Not at all common,-0.24
136186250,A (Experiences of the police),Female,20 years or longer,,No,Own it outright,Single,75+,White,O level/GCSE,Urban,5,,0.73,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Fairly common,-1.22
136764030,C (Crime prevention and security),Female,20 years or longer,,Yes,Buying it with the help of a mortgage or loan,Widowed,45-54,White,Degree or diploma,Rural,3,,0.74,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Not at all common,Not at all common,Not at all common,
136870290,A (Experiences of the police),Female,20 years or longer,,Yes,Own it outright,Married/Civil Partnered,55-64,White,Apprenticeship or A/AS level,Rural,5,,1.13,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.95
147567190,C (Crime prevention and security),Male,5 years but less than 10 years,,No,Own it outright,Married/Civil Partnered,55-64,White,Degree or diploma,Rural,3,,0.53,,,,,Not very worried,Not very worried,,,Not at all worried,Not very worried,Not at all worried,-0.51,Not a victim of crime,Not very common,Not at all common,Not at all common,
147471170,A (Experiences of the police),Male,12 months but less than 2 years,No,Yes,Rent it,Cohabiting,35-44,White,Degree or diploma,Urban,2,,0.49,,,,,,,,,,,,,Not a victim of crime,Not at all common,Not at all common,Not at all common,-0.94
147611290,A (Experiences of the police),Male,10 years but less than 20 years,,Yes,Own it outright,Married/Civil Partnered,45-54,White,Degree or diploma,Urban,4,,0.84,,,,,,,,,,,,,Not a victim of crime,Not very common,Not very common,Not very common,
136748190,C (Crime prevention and security),Female,20 years or longer,,Yes,Own it outright,Single,16-24,White,Apprenticeship or A/AS level,Urban,1,,3.16,,,,,Not very worried,Fairly worried,,,Very worried,Very worried,Not very worried,1.5,Not a victim of crime,Not very common,Not at all common,Not at all common,
